wikiproject,art_title,art_pageid,art_ns,art_importance,art_class
television stations,iowa public television,364229,0,unknown,
television stations,cbc news network,366046,0,unknown,
television stations,ckvr-dt,366085,0,low,c
television stations,cfpl-dt,366086,0,unknown,
television stations,wews-tv,377211,0,unknown,c
television stations,prosieben,381318,0,unknown,
television stations,list of television stations in baja california sur,382436,0,mid,list
television stations,list of television stations in durango,382446,0,mid,list
television stations,lists of television stations in the united states,406511,0,unknown,
television stations,ytv (tv channel),416455,0,mid,b
television stations,kare,418644,0,unknown,c
television stations,hubbard broadcasting,420797,0,unknown,
television stations,wdio-dt,420801,0,unknown,
television stations,kaal,420803,0,unknown,
television stations,kstc-tv,420817,0,unknown,start
television stations,wnyt (tv),420820,0,low,start
television stations,whec-tv,420821,0,low,c
television stations,cjoh-dt,423402,0,unknown,
television stations,ckws-dt,423407,0,unknown,
television stations,wwny-tv,423411,0,unknown,
television stations,wcfe-tv,423414,0,unknown,
television stations,wmtw,423417,0,unknown,
television stations,tv4 group,426841,0,unknown,
television stations,tvontario,428889,0,low,start
television stations,tva (canada),429334,0,low,start
television stations,cjon-dt,429348,0,unknown,
television stations,ckco-dt,429919,0,unknown,
television stations,wral-tv,450860,0,unknown,
television stations,wtvd,450908,0,unknown,
television stations,wraz (tv),450941,0,unknown,
television stations,wuvc-dt,450951,0,unknown,
television stations,city-dt,451763,0,low,start
television stations,ckxt-dt,451792,0,low,c
television stations,entravision communications,452745,0,unknown,
television stations,whyy-tv,461618,0,low,start
television stations,wgbh-tv,484826,0,unknown,
television stations,twinstick,497974,0,mid,start
television stations,tv tokyo,498108,0,low,start
television stations,kmsp-tv,521656,0,unknown,b
television stations,wcco-tv,521869,0,unknown,start
television stations,chfd-dt,524015,0,unknown,
television stations,ckpr-dt,524042,0,unknown,
television stations,home shopping network,533649,0,low,start
television stations,chch-dt,539794,0,unknown,
television stations,turkish radio and television corporation,542484,0,unknown,
television stations,wikipedia:wikiproject television stations,555404,4,na,project
television stations,cknd-dt,555429,0,unknown,
television stations,witn-tv,556182,0,unknown,
television stations,cknx-tv,556948,0,unknown,
television stations,baton broadcast system,558498,0,low,start
television stations,chwi-dt,560156,0,unknown,
television stations,chro-tv,560207,0,unknown,
television stations,wbtv,560211,0,unknown,
television stations,civi-dt,560220,0,unknown,
television stations,wcnc-tv,561280,0,unknown,start
television stations,wccb,561615,0,unknown,
television stations,chmi-dt,562510,0,unknown,
television stations,sat.1,563064,0,unknown,
television stations,oregon public broadcasting,566260,0,unknown,start
television stations,citv-dt,567206,0,mid,start
television stations,wtvt,572851,0,unknown,
television stations,ctv two atlantic,575383,0,low,start
television stations,sistema brasileiro de televisão,577158,0,low,start
television stations,wtte,599217,0,unknown,
television stations,wnep-tv,599786,0,low,start
television stations,ckvu-dt,600386,0,unknown,
television stations,wbre-tv,602614,0,low,start
television stations,cfmt-dt,602794,0,unknown,
television stations,cjmt-dt,602796,0,low,start
television stations,ckx-tv,603100,0,unknown,
television stations,cbwt-dt,603171,0,unknown,
television stations,wbz-tv,605304,0,low,start
television stations,chnu-dt,606113,0,mid,start
television stations,ciit-dt,606128,0,unknown,
television stations,mtv (canada),608485,0,unknown,
television stations,cbot-dt,613061,0,unknown,stub
television stations,food network,616842,0,unknown,
television stations,list of movie television channels,617668,0,unknown,
television stations,wcmh-tv,622291,0,unknown,
television stations,wwho,622299,0,unknown,
television stations,cftu-dt,624008,0,low,start
television stations,chnm-dt,624022,0,mid,start
television stations,sinclair broadcast group,627707,0,mid,start
television stations,wstr-tv,628321,0,unknown,c
television stations,wkef,628324,0,unknown,
television stations,wrgt-tv,628325,0,unknown,
television stations,wear-tv,628338,0,low,start
television stations,wfgx,628339,0,unknown,
television stations,wtta,628341,0,unknown,
television stations,wics,628350,0,unknown,
television stations,wicd (tv),628351,0,unknown,
television stations,kgan,628353,0,unknown,
television stations,kdsm-tv,628354,0,low,start
television stations,kbsi,628356,0,unknown,
television stations,wdka,628357,0,unknown,
television stations,wbff,628360,0,low,start
television stations,wnuv,628361,0,low,start
television stations,wggb-tv,628362,0,unknown,
television stations,wgme-tv,628363,0,unknown,
television stations,wsmh,628365,0,unknown,
television stations,kdnl-tv,628369,0,unknown,
television stations,wutv,628371,0,low,c
television stations,wnyo-tv,628373,0,unknown,
television stations,wuhf,628374,0,low,c
television stations,wsyt,628376,0,unknown,
television stations,wnys-tv,628379,0,unknown,
television stations,khsv,628380,0,unknown,
television stations,kvcw,628381,0,unknown,
television stations,wmya-tv,628382,0,unknown,
television stations,wpnt,628402,0,low,start
television stations,wgwg,628404,0,unknown,
television stations,wztv,628406,0,low,start
television stations,wuxp-tv,628407,0,unknown,
television stations,wnab,628408,0,unknown,
television stations,wmsn-tv,628419,0,unknown,
television stations,cits-dt,631567,0,unknown,
television stations,cfyk-dt,635312,0,unknown,
television stations,cbut-dt,635325,0,low,start
television stations,cbxt-dt,635342,0,low,stub
television stations,cbrt-dt,635352,0,unknown,
television stations,cbkst,635365,0,unknown,
television stations,cbkt-dt,635383,0,unknown,
television stations,cbet-dt,635406,0,low,start
television stations,cblt-dt,635419,0,low,start
television stations,cbmt-dt,635434,0,unknown,start
television stations,cbat-dt,635451,0,unknown,
television stations,cbct-dt,635469,0,unknown,
television stations,wbns-tv,637579,0,unknown,
television stations,wgct-cd,637871,0,unknown,
television stations,rtl television,644736,0,unknown,
television stations,twin cities pbs,647445,0,unknown,
television stations,wsjv,647577,0,unknown,
television stations,kttc,647579,0,unknown,
television stations,wvva,647580,0,unknown,
television stations,wqow,647584,0,unknown,
television stations,wxow,647585,0,unknown,
television stations,waow,647587,0,unknown,
television stations,le canal nouvelles,653097,0,low,stub
television stations,pop (u.s. tv network),655221,0,low,c
television stations,flix (tv network),655258,0,unknown,
television stations,belo,656391,0,mid,
television stations,cici-tv,660561,0,low,start
television stations,cito-tv,660562,0,unknown,
television stations,chbx-tv,660563,0,unknown,
television stations,ckny-tv,660564,0,unknown,
television stations,cfeg-tv,661631,0,unknown,
television stations,ckem-dt,665214,0,unknown,
television stations,ckal-dt,665229,0,unknown,
television stations,wtsp,680707,0,unknown,c
television stations,kiro-tv,691829,0,unknown,
television stations,komo-tv,694510,0,unknown,
television stations,king-tv,694528,0,unknown,
television stations,list of television stations in africa,703406,0,low,list
television stations,ksl-tv,704497,0,unknown,
television stations,ckck-dt,718328,0,unknown,
television stations,cfqc-dt,730558,0,unknown,
television stations,wkrg-tv,735189,0,low,start
television stations,wpmi-tv,735214,0,unknown,
television stations,wjax-tv,735400,0,unknown,start
television stations,wjxx,735441,0,unknown,start
television stations,wtlv,735481,0,unknown,start
television stations,kcts-tv,738873,0,unknown,
television stations,kzjo,738922,0,unknown,
television stations,kcpq,738999,0,unknown,
television stations,kong (tv),739036,0,unknown,
television stations,kstw,739093,0,unknown,c
television stations,kwpx-tv,739188,0,unknown,
television stations,wsb-tv,745606,0,unknown,c
television stations,lin media,760613,0,mid,
television stations,kqed (tv),763130,0,unknown,
television stations,wgcl-tv,765165,0,unknown,
television stations,wxia-tv,765176,0,unknown,
television stations,watl,765182,0,unknown,
television stations,wupa,765191,0,unknown,
television stations,kttv,765670,0,mid,c
television stations,ksci,765693,0,low,c
television stations,local marketing agreement,765762,0,mid,ga
television stations,category:television stations in columbus, ohio,766098,14,na,category
television stations,wacy-tv,767289,0,unknown,
television stations,wgba-tv,767330,0,unknown,
television stations,category:television stations in ohio,770969,14,na,category
television stations,rede globo,772540,0,mid,start
television stations,category:television stations in new york city,775426,14,na,category
television stations,category:television stations in new york,775430,14,na,category
television stations,category:television stations in the united states,775665,14,na,category
television stations,category:television stations in florida,775691,14,na,category
television stations,category:television stations in alabama,775696,14,na,category
television stations,category:television stations in dayton, ohio,777481,14,na,category
television stations,category:television stations in cincinnati,777554,14,na,category
television stations,list of television stations in texas (by channel number),778721,0,unknown,
television stations,tv land,783778,0,low,start
television stations,nick at nite,798088,0,mid,c
television stations,amc (tv channel),801036,0,low,start
television stations,whdh (tv),805725,0,mid,start
television stations,alabama public television,807091,0,low,start
television stations,kakm,807304,0,unknown,start
television stations,westdeutscher rundfunk,808025,0,unknown,
television stations,ksaz-tv,838307,0,low,start
television stations,ktvk,838336,0,low,c
television stations,khon-tv,845033,0,unknown,
television stations,khnl,845086,0,unknown,
television stations,kitv,845097,0,unknown,
television stations,kgmb,845118,0,unknown,
television stations,khet,845156,0,unknown,
television stations,kfve,845360,0,unknown,
television stations,kpxo-tv,845388,0,unknown,
television stations,kiku,845419,0,unknown,
television stations,ktvi,847459,0,unknown,c
television stations,kmov,847488,0,unknown,
television stations,kltv,848680,0,mid,start
television stations,ksdk,850536,0,unknown,c
television stations,ketc,850563,0,unknown,
television stations,kplr-tv,850590,0,unknown,c
television stations,knlc,850615,0,unknown,
television stations,wrbu,859703,0,unknown,
television stations,wls-tv,861943,0,mid,start
television stations,kcal-tv,869833,0,mid,start
television stations,wdrb,872769,0,unknown,
television stations,ciii-dt,890642,0,low,c
television stations,katu,897840,0,low,start
television stations,list of television stations in the united states by call sign (initial letter k),899392,0,unknown,
television stations,list of television stations in the united states by call sign (initial letter w),899394,0,unknown,
television stations,wfxt,899509,0,low,start
television stations,kpbs (tv),899569,0,unknown,
television stations,category:television stations in california,901598,14,na,category
television stations,hearst television,910070,0,unknown,
television stations,wdtn,913683,0,unknown,
television stations,category:television stations in georgia (u.s. state),916252,14,na,category
television stations,tvn (poland),916280,0,low,start
television stations,wgtv,921022,0,unknown,
television stations,h2 (tv network),925651,0,low,start
television stations,turner classic movies,925736,0,low,start
television stations,chan-dt,937129,0,mid,start
television stations,kutp,946461,0,low,start
television stations,wpba (tv),948473,0,unknown,
television stations,koaa-tv,948521,0,unknown,
television stations,kktv,948535,0,unknown,
television stations,kxrm-tv,948547,0,unknown,
television stations,kwgn-tv,948560,0,low,start
television stations,krdo-tv,948577,0,unknown,
television stations,kcnc-tv,948602,0,mid,start
television stations,rocky mountain pbs,948611,0,low,start
television stations,kmgh-tv,948619,0,mid,start
television stations,kusa (tv),948635,0,mid,start
television stations,ktvd,948644,0,low,start
television stations,kdvr,948653,0,low,start
television stations,krmt,948667,0,unknown,
television stations,kcec (tv),948681,0,unknown,
television stations,kpxc-tv,948691,0,low,stub
television stations,krex-tv,948713,0,unknown,
television stations,wucw,949599,0,unknown,start
television stations,kshv,950897,0,unknown,
television stations,cfcf-dt,958847,0,low,c
television stations,wsoc-tv,963015,0,unknown,
television stations,wlbt,966879,0,unknown,
television stations,kika,967278,0,unknown,
television stations,nelonen,973550,0,unknown,
television stations,krcr-tv,978712,0,unknown,
television stations,wthc-ld,986520,0,unknown,
television stations,réseau outre-mer 1re,1003326,0,low,stub
television stations,ktvq,1011402,0,unknown,
television stations,list of television stations in missouri (by channel number),1027997,0,unknown,
television stations,cbht-dt,1029873,0,unknown,
television stations,chek-dt,1033066,0,unknown,
television stations,wcsh,1052616,0,unknown,
television stations,kztv,1052674,0,unknown,
television stations,category:television stations in utah,1053518,14,na,category
television stations,kvie,1059962,0,unknown,
television stations,kcra-tv,1060055,0,unknown,c
television stations,cmt music,1060429,0,unknown,
television stations,kxtv,1061612,0,unknown,start
television stations,kovr,1061662,0,unknown,
television stations,chex-dt,1072182,0,unknown,
television stations,cbeft,1072191,0,unknown,
television stations,family channel,1081440,0,low,start
television stations,wbqc-ld,1081654,0,unknown,
television stations,whsg-tv,1084969,0,unknown,
television stations,wxid-lp,1084970,0,unknown,
television stations,wuvm-lp,1085005,0,unknown,
television stations,wskc-cd,1085143,0,unknown,
television stations,watc-dt,1087149,0,unknown,
television stations,wdta-ld,1087276,0,unknown,
television stations,television in malaysia,1092619,0,mid,list
television stations,wire-cd,1093905,0,unknown,
television stations,wuvg-dt,1093968,0,unknown,
television stations,wpxa-tv,1094166,0,unknown,
television stations,w45dx-d,1097162,0,unknown,
television stations,wtbs-ld,1097268,0,unknown,
television stations,wann-cd,1097348,0,unknown,
television stations,wktb-cd,1101160,0,unknown,
television stations,tva group,1122017,0,low,stub
television stations,chca-tv,1127967,0,unknown,
television stations,cjfb-tv,1128337,0,unknown,
television stations,list of arabic-language television channels,1135163,0,low,list
television stations,wcet,1138587,0,unknown,
television stations,wnwo-tv,1144908,0,unknown,
television stations,wnyw,1148069,0,mid,c
television stations,katc (tv),1158919,0,unknown,
television stations,civt-dt,1164477,0,mid,start
television stations,chbc-dt,1167198,0,low,start
television stations,wabm,1169612,0,unknown,
television stations,wbma-ld,1169646,0,unknown,
television stations,wbrc,1169713,0,unknown,
television stations,wuft (tv),1169794,0,mid,start
television stations,wiat,1170064,0,unknown,
television stations,südwestrundfunk,1172271,0,unknown,
television stations,wpxh-tv,1172414,0,unknown,
television stations,wtto,1172469,0,low,start
television stations,wvtm-tv,1172555,0,unknown,
television stations,category:television stations in north carolina,1173994,14,na,category
television stations,category:television stations in arizona,1174176,14,na,category
television stations,category:television stations in iowa,1174438,14,na,category
television stations,kmtr,1177002,0,unknown,
television stations,wrc-tv,1182187,0,unknown,
television stations,ckcw-dt,1185715,0,unknown,
television stations,cklt-dt,1185717,0,unknown,
television stations,cjcb-tv,1185719,0,low,start
television stations,wvii-tv,1189508,0,unknown,
television stations,vermont pbs,1190985,0,unknown,
television stations,wpbs-dt,1192776,0,low,start
television stations,category:television stations in hawaii,1195465,14,na,category
television stations,category:television stations in arkansas,1195506,14,na,category
television stations,category:television stations in colorado,1195575,14,na,category
television stations,category:television stations in connecticut,1195636,14,na,category
television stations,category:television stations in delaware,1195671,14,na,category
television stations,category:television stations in idaho,1195939,14,na,category
television stations,category:television stations in illinois,1196364,14,na,category
television stations,category:television stations in indiana,1196426,14,na,category
television stations,category:television stations in kansas,1196441,14,na,category
television stations,category:television stations in kentucky,1196524,14,na,category
television stations,category:television stations in louisiana,1196552,14,na,category
television stations,category:television stations in maine,1196622,14,na,category
television stations,wnbc,1196887,0,low,c
television stations,category:television stations in maryland,1197088,14,na,category
television stations,category:television stations in massachusetts,1197117,14,na,category
television stations,wusa (tv),1213066,0,mid,c
television stations,category:television stations in michigan,1224058,14,na,category
television stations,category:television stations in minnesota,1228757,14,na,category
television stations,category:television stations in mississippi,1228825,14,na,category
television stations,category:television stations in missouri,1228948,14,na,category
television stations,category:television stations in montana,1229060,14,na,category
television stations,category:television stations in new mexico,1229945,14,na,category
television stations,category:television stations in north dakota,1232099,14,na,category
television stations,kmtv-tv,1233372,0,unknown,
television stations,wowt,1233934,0,unknown,
television stations,ketv,1233981,0,unknown,
television stations,category:television stations in oregon,1234511,14,na,category
television stations,category:television stations in pennsylvania,1235337,14,na,category
television stations,wpcw,1236481,0,low,stub
television stations,kdka-tv,1236491,0,low,c
television stations,wtae-tv,1236496,0,low,stub
television stations,wpxi,1236502,0,unknown,
television stations,wqed (tv),1236508,0,low,stub
television stations,wpgh-tv,1236519,0,low,start
television stations,category:television stations in rhode island,1237262,14,na,category
television stations,category:television stations in south carolina,1237402,14,na,category
television stations,category:television stations in south dakota,1237461,14,na,category
television stations,category:television stations in tennessee,1237499,14,na,category
television stations,category:television stations in texas,1237551,14,na,category
television stations,category:television stations in vermont,1238668,14,na,category
television stations,category:television stations in virginia,1238764,14,na,category
television stations,list of television stations in alabama (by channel number),1239928,0,unknown,list
television stations,category:television stations in west virginia,1240446,14,na,category
television stations,category:television stations in wisconsin,1240506,14,na,category
television stations,category:television stations in wyoming,1240537,14,na,category
television stations,knbc,1246824,0,mid,start
television stations,wlwt,1249485,0,unknown,c
television stations,wlbz,1250648,0,unknown,
television stations,wwor emi service,1260026,0,unknown,
television stations,wsaz-tv,1261393,0,unknown,
television stations,chot-dt,1261943,0,unknown,
television stations,france 24,1263244,0,unknown,
television stations,cblft-dt,1263852,0,low,c
television stations,cboft-dt,1263892,0,unknown,
television stations,cknc-tv,1264400,0,unknown,
television stations,chnb-tv,1264403,0,unknown,
television stations,cbwft-dt,1264482,0,unknown,
television stations,cbft-dt,1264518,0,unknown,
television stations,cbvt-dt,1265027,0,unknown,
television stations,cftm-dt,1271208,0,low,start
television stations,cfjp-dt,1271269,0,low,stub
television stations,ckmi-dt,1271300,0,low,start
television stations,cjnt-dt,1271322,0,low,c
television stations,west virginia public broadcasting,1278862,0,unknown,
television stations,wspa-tv,1283695,0,unknown,
television stations,wlos,1283718,0,unknown,
television stations,cfgs-dt,1284314,0,unknown,
television stations,wrgb,1312416,0,unknown,
television stations,wten,1312613,0,low,start
television stations,wmht (tv),1312713,0,unknown,
television stations,list of persian-language television channels,1322524,0,low,list
television stations,rtl ii,1326778,0,unknown,
television stations,ktvb,1327031,0,unknown,
television stations,wfla-tv,1335873,0,unknown,
television stations,kxln-dt,1336602,0,unknown,
television stations,kx television,1336741,0,unknown,
television stations,kxma-tv,1336748,0,unknown,
television stations,kxmb-tv,1336750,0,unknown,
television stations,kxmc-tv,1336751,0,unknown,
television stations,kxmd-tv,1336752,0,unknown,
television stations,nbc north dakota,1339528,0,unknown,
television stations,kfyr-tv,1339538,0,unknown,
television stations,kmot,1339540,0,unknown,
television stations,kvly-tv,1339547,0,unknown,
television stations,kumv-tv,1339549,0,unknown,
television stations,kqcd-tv,1339551,0,unknown,
television stations,krdk-tv,1339600,0,unknown,
television stations,wwor-tv,1340171,0,unknown,c
television stations,wphl-tv,1345744,0,low,c
television stations,fox television stations,1353096,0,unknown,
television stations,wnit (tv),1353235,0,unknown,
television stations,wfty-dt,1354091,0,unknown,
television stations,ktrk-tv,1355512,0,unknown,c
television stations,ketk-tv,1357013,0,unknown,
television stations,kytx,1357035,0,unknown,
television stations,ketk-lp,1357048,0,mid,start
television stations,kfxk-tv,1357053,0,unknown,
television stations,kceb,1357058,0,unknown,
television stations,viva germany,1357241,0,unknown,
television stations,wzzm,1357405,0,unknown,
television stations,wood-tv,1357586,0,unknown,
television stations,kcbs-tv,1363321,0,mid,start
television stations,wsvn,1363493,0,unknown,
television stations,cisa-dt,1364675,0,unknown,
television stations,wxxa-tv,1366859,0,low,start
television stations,klru,1372005,0,unknown,
television stations,wcbs-tv,1373128,0,low,c
television stations,category:television stations in the san francisco bay area,1380622,14,na,category
television stations,new jersey network,1381019,0,unknown,
television stations,maryland public television,1381064,0,unknown,
television stations,wgbx-tv,1385378,0,unknown,
television stations,wbbm-tv,1390928,0,unknown,
television stations,list of television stations in latin america,1395943,0,low,list
television stations,cihf-dt,1396472,0,unknown,
television stations,cict-dt,1398665,0,unknown,
television stations,cfcn-dt,1400847,0,unknown,
television stations,cfrn-dt,1400878,0,unknown,
television stations,citl-dt,1400959,0,unknown,
television stations,cipa-tv,1401009,0,unknown,
television stations,category:television stations,1401098,14,na,category
television stations,cbyt (tv),1401134,0,unknown,
television stations,cbnt-dt,1401161,0,unknown,
television stations,cbuft-dt,1401185,0,mid,stub
television stations,cbxft-dt,1401212,0,unknown,
television stations,cbkft-dt,1401231,0,unknown,
television stations,cbaft-dt,1401251,0,unknown,
television stations,wftc,1405032,0,low,start
television stations,kpxm-tv,1406438,0,unknown,
television stations,kstp-tv,1406855,0,unknown,
television stations,kplc,1406984,0,unknown,
television stations,prairie public television,1408549,0,unknown,
television stations,wfld,1408926,0,unknown,c
television stations,pioneer public tv,1409040,0,unknown,
television stations,wlny-tv,1409304,0,unknown,
television stations,cicc-tv,1413241,0,unknown,
television stations,wifr-ld,1414800,0,unknown,
television stations,television aichi broadcasting,1416792,0,low,stub
television stations,city saskatchewan,1423053,0,low,start
television stations,urban america television,1426243,0,low,stub
television stations,wcwn,1439184,0,unknown,
television stations,klcs,1439203,0,low,start
television stations,wnya,1439298,0,unknown,
television stations,kmex-dt,1442723,0,mid,start
television stations,wjxt,1453424,0,unknown,start
television stations,w47ei-d,1454541,0,unknown,
television stations,wjzy,1457003,0,unknown,
television stations,waxn-tv,1457065,0,unknown,c
television stations,kbmy,1457073,0,unknown,
television stations,wxii-tv,1457110,0,unknown,
television stations,wncn,1457161,0,unknown,
television stations,wciu-tv,1457620,0,unknown,c
television stations,wway,1461594,0,unknown,
television stations,wfmy-tv,1461602,0,unknown,
television stations,wect,1461611,0,unknown,
television stations,wilm-ld,1461659,0,unknown,
television stations,wnct-tv,1461677,0,unknown,
television stations,wxlv-tv,1461692,0,unknown,
television stations,wcti-tv,1461696,0,unknown,
television stations,wbay-tv,1461747,0,unknown,
television stations,kvrr,1461844,0,unknown,
television stations,wnsc-tv,1467929,0,unknown,
television stations,wtvi,1467932,0,unknown,
television stations,wcwg,1467979,0,unknown,
television stations,category:television stations in canada,1471534,14,na,category
television stations,telewizja polska,1471754,0,mid,start
television stations,wmaq-tv,1471853,0,unknown,
television stations,wlvt-tv,1473556,0,low,start
television stations,wfmz-tv,1473579,0,low,start
television stations,wvua-cd,1474107,0,unknown,
television stations,wbtw,1478407,0,unknown,
television stations,wcsc-tv,1478449,0,unknown,
television stations,wplg,1499196,0,unknown,
television stations,kprc-tv,1499197,0,unknown,c
television stations,wdiv-tv,1499210,0,unknown,c
television stations,wkmg-tv,1499213,0,unknown,
television stations,whoi,1499326,0,unknown,
television stations,wvcy-tv,1501452,0,unknown,
television stations,category:defunct canadian television stations,1502569,14,na,category
television stations,category:television stations in springfield, massachusetts,1503470,14,na,category
television stations,wtmj-tv,1509377,0,low,c
television stations,alaskaone,1514493,0,unknown,start
television stations,wcax-tv,1515825,0,unknown,
television stations,wptz,1515872,0,unknown,
television stations,wsre,1516522,0,unknown,
television stations,ksby,1519282,0,unknown,
television stations,wmyo,1519516,0,unknown,start
television stations,witi (tv),1530054,0,low,start
television stations,wisn-tv,1530067,0,unknown,
television stations,wdjt-tv,1530072,0,unknown,
television stations,wvtv,1530080,0,unknown,c
television stations,wcgv-tv,1530101,0,unknown,c
television stations,cnn türk,1531355,0,low,start
television stations,wbbj-tv,1531913,0,unknown,
television stations,big three television networks,1533841,0,high,start
television stations,template:tvq,1537596,10,na,template
television stations,wmvs,1539004,0,unknown,
television stations,wmvt,1539037,0,unknown,
television stations,kbtc-tv,1542944,0,unknown,start
television stations,kgw,1543029,0,unknown,
television stations,tv1 (malaysia),1544583,0,mid,start
television stations,kyw-tv,1546743,0,low,b
television stations,wcau,1546753,0,mid,c
television stations,wpvi-tv,1546762,0,mid,b
television stations,wtxf-tv,1546771,0,low,c
television stations,wpsg,1546786,0,low,c
television stations,wrdc,1548632,0,unknown,
television stations,wnjs,1554572,0,unknown,
television stations,wjct,1555380,0,unknown,
television stations,wcvb-tv,1556885,0,low,start
television stations,wwj-tv,1557924,0,unknown,start
television stations,wjbk,1558004,0,unknown,c
television stations,wxyz-tv,1558079,0,unknown,
television stations,woio,1558244,0,unknown,
television stations,8tv (malaysia),1560741,0,mid,start
television stations,radio philippines network,1560836,0,unknown,
television stations,kmos-tv,1562969,0,unknown,
television stations,wuab,1564793,0,unknown,c
television stations,ckbi-tv,1566394,0,unknown,
television stations,ckos-tv,1566420,0,unknown,
television stations,cksa-dt,1566950,0,unknown,
television stations,wgrz,1567291,0,unknown,c
television stations,category:television stations in new jersey,1570676,14,na,category
television stations,wvia-tv,1574527,0,low,start
television stations,wbnx-tv,1575697,0,unknown,
television stations,wpbt,1576923,0,unknown,start
television stations,wciv,1584431,0,unknown,
television stations,wcbd-tv,1584456,0,unknown,
television stations,wcve-tv,1590184,0,unknown,c
television stations,kgo-tv,1591888,0,unknown,
television stations,wdaz-tv,1592129,0,unknown,
television stations,wwbt,1593874,0,unknown,
television stations,whtv,1594637,0,unknown,
television stations,category:television broadcasting companies of the united states,1595284,14,na,category
television stations,star ray tv,1600513,0,low,stub
television stations,category:television stations in nevada,1604672,14,na,category
television stations,klas-tv,1604677,0,unknown,
television stations,kixe-tv,1608243,0,unknown,
television stations,wjtc,1608753,0,unknown,
